url,maker,date,image_list,n_images,locat,c1,c2,c3,Carrozzeria,Tipo di veicolo,Trazione,Posti,Porte,Versione per nazione,Usato garantito,Chilometraggio,Anno,Potenza,Tipo di cambio,Altre fonti energetiche,Classe emissioni,Comfort,Intrattenimento / Media,Sicurezza,Extra,Colore,Colore finiture interne,Materiale,Acconto,Costo del trasferimento ,Costo di registrazione,"Totale, unico",Tipo di contratto,Chilometraggio p.a.,Durata,Quota mensile,Tasso di interesse effettivo,Interessi passivi pagati p.a.,Prestito netto,Rata finale,Proprietari,Tagliandi certificati,Veicolo non fumatori,Cilindrata,Marce,Cilindri,Peso a vuoto,Tipo di vernice,Importo totale della locazione,Fattore di locazione,Più km costi,Risarcimento per meno km,Offerta n.,Carburante,Emissioni CO₂,Colore specifico,Prezzo auto,Anticipo,Importo finanziato,Importo totale dovuto,TAEG,TAN Fisso,Rata,Anno di produzione,Revisione,Per neopatentati,Ultimo tagliando,Cambio cinghia distribuzione,Portata massima,Prezzo veicolo,Numero rate,Importo da rimborsare,Importo rate
/annunci/fiat-500-500-1-2-lounge-69cv-e6-benzina-grigio-252f6522-aa5e-49fa-9461-269e4b2bd290,Fiat,2022-11-22 22:41:15.414400,"['https://prod.pictures.autoscout24.net/listing-images/252f6522-aa5e-49fa-9461-269e4b2bd290_eb39e81a-61e1-4214-b097-19de12b97662.jpg', 'https://prod.pictures.autoscout24.net/listing-images/252f6522-aa5e-49fa-9461-269e4b2bd290_61d57c1d-674f-4a97-8d2e-20c98ed7b037.jpg', 'https://prod.pictures.autoscout24.net/listing-images/252f6522-aa5e-49fa-9461-269e4b2bd290_02feb10a-ecee-4d2f-8526-2269bb21f882.jpg', 'https://prod.pictures.autoscout24.net/listing-images/252f6522-aa5e-49fa-9461-269e4b2bd290_05b1b172-aaa0-4a2f-a2bf-5cf7726a4648.jpg', 'https://prod.pictures.autoscout24.net/listing-images/252f6522-aa5e-49fa-9461-269e4b2bd290_ecd66aeb-92b1-486c-883d-ea428678cc4f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/252f6522-aa5e-49fa-9461-269e4b2bd290_35fac3f6-dbca-49f2-bbc4-76298f019603.jpg', 'https://prod.pictures.autoscout24.net/listing-images/252f6522-aa5e-49fa-9461-269e4b2bd290_5f7d6df2-e769-40ad-8b34-5dfa90aab0f1.jpg', 'https://prod.pictures.autoscout24.net/listing-images/252f6522-aa5e-49fa-9461-269e4b2bd290_162f054b-336d-4adc-aefc-a08b2002f0d1.jpg']",8,"Castellanza, IT",,,,City car,Usato,Anteriore,4,3,,12 mesi,63.140 km,04/2014,51 k W (69 C V),Manuale,,Euro 6d-T EM P,Volante multifunzione,,A BS,"Cerchi in lega (15"")",Grigio,Nero,Stoffa,"€ 0,-","€ 835,-","€ 0,-","€ 835,-",Kilometerleasing,10.000 km,48 Monate,"€ 516,-",5 %,5 % gebunden,"€ 41.000,-",,,,,1.242 cm³,5,4,865 kg,,"€ 24.768,-","1,04","€ 0,0000","€ 0,0000",685305,Benzina,,A CC IA IO M ET.,"€ 9.950,-",-,"€ 9.950,-","€ 12.137,40","8,44 %","7,45 %","€ 199,14",,,,,,,,,,
/annunci/fiat-500-500-1-0-hybrid-dolcevita-70cv-elettrica-benzina-grigio-e2c4f4eb-cf20-421f-9c2e-695822bab5de,Fiat,2022-11-22 22:41:16.205113,"['https://prod.pictures.autoscout24.net/listing-images/e2c4f4eb-cf20-421f-9c2e-695822bab5de_d24a38d2-301c-4cd5-b690-028b6ca815e0.jpg', 'https://prod.pictures.autoscout24.net/listing-images/e2c4f4eb-cf20-421f-9c2e-695822bab5de_d5f2fe65-c63e-4f2c-850f-0f94b8471a96.jpg', 'https://prod.pictures.autoscout24.net/listing-images/e2c4f4eb-cf20-421f-9c2e-695822bab5de_e31ae28d-6dad-4efe-8350-57e7179fa7f9.jpg', 'https://prod.pictures.autoscout24.net/listing-images/e2c4f4eb-cf20-421f-9c2e-695822bab5de_54cfc557-ec7c-45ca-a9f7-9b45e0bdaaa0.jpg', 'https://prod.pictures.autoscout24.net/listing-images/e2c4f4eb-cf20-421f-9c2e-695822bab5de_0962c863-0a61-443e-9251-a860bd52c014.jpg', 'https://prod.pictures.autoscout24.net/listing-images/e2c4f4eb-cf20-421f-9c2e-695822bab5de_635a6f49-d505-47f7-a890-5462035521fa.jpg', 'https://prod.pictures.autoscout24.net/listing-images/e2c4f4eb-cf20-421f-9c2e-695822bab5de_8d076172-b884-42a7-9031-b6632ac1cf05.jpg', 'https://prod.pictures.autoscout24.net/listing-images/e2c4f4eb-cf20-421f-9c2e-695822bab5de_88362561-0e50-4b07-a63a-66ea3f2971b5.jpg']",8,"Castellanza, IT",,,,City car,Usato,Anteriore,4,3,,24 mesi,10 km,07/2022,51 k W (69 C V),Manuale,Corrente elettrica ,Euro 6d-T EM P,Cruise Control Volante multifunzione,,Chiusura centralizzata,"Cerchi in lega (15"")",Grigio,Nero,Pelle parziale,"€ 0,-",Keine Angabe,"€ 0,-","€ 0,-",Kilometerleasing,10.000 km,48 Monate,"€ 353,-","4,37 %","4,37 % gebunden","€ 28.551,-",,,,,999 cm³,6,3,980 kg,,"€ 16.944,-","1,09","€ 0,0000","€ 0,0000",691132,,88 g/km (comb.),P OM PE I,"€ 18.400,-",-,"€ 18.400,-","€ 22.839,-","9,23 %","8,50 %","€ 377,50",,,Sì,,,,,,,
/annunci/fiat-bravo-1-4-benzina-gpl-gpl-argento-2bf2d8db-48e4-45ae-9389-f1f4de335113,Fiat,2022-11-22 22:41:17.037373,"['https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_90b6079e-a095-435a-be71-4a12aeb62d53.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_c59a21ed-78bd-4923-9ce0-60aaeade0daa.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_0c3e5f35-4202-41fb-a1e2-1243a9e0e48b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_4031ab02-1a6c-461a-ab27-e35b6a31db87.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_28488ee0-b308-49f9-b5c1-31e69ad4b0be.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_d0ca89c2-d1ac-44ca-8633-542080056bdf.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_f8cc8983-5976-4c84-89ca-fed565319170.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_2f919fe6-9a7c-4623-8e55-b7d346ed3d74.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_04e3147d-6ef3-43a0-8605-71f12adfc332.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2bf2d8db-48e4-45ae-9389-f1f4de335113_315ec626-087e-4d28-ad2d-73d7fd8a4e5b.jpg']",10,"Montá, IT","6,7","8,7","5,6",Berlina,Usato,,5,3,,,217.000 km,03/2009,66 k W (90 C V),Manuale,,,"Alzacristalli elettrici Bracciolo Climatizzatore Climatizzatore automatico, 2 zone Cruise Control Sedile posteriore sdoppiato Sensore di luminosità Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Specchietti laterali elettrici Supporto lombare Volante in pelle Volante multifunzione",Autoradio Computer di bordo MP3 Sound system,Airbag conducente Airbag laterali Airbag passeggero Antifurto Assistente abbaglianti ES PFari di profondità antiabbagliamento Fendinebbia Frenata d'emergenza assistita Isofix Servosterzo,Cerchi in lega Controllo vocale Luce d'ambiente,Argento,,,"€ 0,-","€ 890,-","€ 199,-","€ 1.089,-",Kilometerleasing,10.000 km,48 Monate,"€ 374,-","4,4 %","4,4 % gebunden","€ 34.844,-",,,,,1.368 cm³,6,4,1.205 kg,,"€ 17.952,-","0,91","€ 0,0797","€ 0,0321",,G PL,,,"€ 2.700,-",-,"€ 2.700,-","€ 2.974,68","6,60 %","6,41 %","€ 82,63",,,Sì,,,,,,,
/annunci/fiat-punto-evo-5p-1-4-natural-power-per-neopatentati-benzina-grigio-204b4285-93ab-47cb-a777-73616cdc45f1,Fiat,2022-11-22 22:41:17.606312,"['https://prod.pictures.autoscout24.net/listing-images/204b4285-93ab-47cb-a777-73616cdc45f1_98672fce-4686-4bb8-b710-3179d4bf382e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/204b4285-93ab-47cb-a777-73616cdc45f1_6193fbb8-f4d7-4444-b042-34c8160cb827.jpg', 'https://prod.pictures.autoscout24.net/listing-images/204b4285-93ab-47cb-a777-73616cdc45f1_719592d5-fc69-4d5d-bce2-2e050319584f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/204b4285-93ab-47cb-a777-73616cdc45f1_68e2fbe2-75ac-482e-9501-4022c50c70a9.jpg', 'https://prod.pictures.autoscout24.net/listing-images/204b4285-93ab-47cb-a777-73616cdc45f1_311c5b79-b50e-4587-9a6f-a545606deb39.jpg', 'https://prod.pictures.autoscout24.net/listing-images/204b4285-93ab-47cb-a777-73616cdc45f1_68caa57d-1afd-4c3b-b2fe-a4f73be686cb.jpg', 'https://prod.pictures.autoscout24.net/listing-images/204b4285-93ab-47cb-a777-73616cdc45f1_a26726b1-e5bd-41e8-8f71-981d52fe24ba.jpg', 'https://prod.pictures.autoscout24.net/listing-images/204b4285-93ab-47cb-a777-73616cdc45f1_b77c1069-e4df-4846-91a8-107c286883b3.jpg', 'https://prod.pictures.autoscout24.net/listing-images/204b4285-93ab-47cb-a777-73616cdc45f1_c84eb371-ff57-48f2-9c23-b4718ba23cdb.jpg']",9,"Cava Manara - Pv, IT","6,3","7,9","5,4",Berlina,Usato,,5,5,,,79.000 km,09/2013,51 k W (69 C V),Manuale,,Euro 5,,,,,Grigio,,,"€ 0,-","€ 999,-","€ 0,-","€ 999,-",Kilometerleasing,10.000 km,36 Monate,"€ 169,-","4,99 %","4,88 % gebunden","€ 18.225,-",,,,,1.368 cm³,5,4,1.025 kg,,"€ 6.084,-","0,68","€ 0,2000","€ 0,0800",,Benzina,,,"€ 6.900,-",-,"€ 6.900,-","€ 8.517,45","8,99 %","7,71 %","€ 138,92",,,Sì,,,,,,,
/annunci/fiat-qubo-1-3-mjt-16v-trekking-diesel-argento-a99ead52-599a-4ac1-b26d-17050b2a4a46,Fiat,2022-11-22 22:41:18.325956,"['https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_f422485d-9d6d-44b6-8a38-8b23d323dfd4.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_38993aa6-ae21-4c3a-b8a7-4db4fc94b66f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_faa8d923-f06b-4c71-a2e7-29a44e1cd54d.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_d932ef97-5958-48e5-affa-44729fd04827.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_9ce0cc53-3bec-4333-9142-5f8f6c26fe00.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_9c7d5603-7ab2-4575-85e7-72fc86a8296d.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_900e58b7-a3ca-43cb-82f8-1cea36f6af71.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_c62bb66f-68cd-42b3-90d3-c2652f4002d5.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_29bdc4d6-13d7-46c5-a785-dadd194efae1.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_2116e91e-ab29-4617-868d-c0eb74269609.jpg', 'https://prod.pictures.autoscout24.net/listing-images/a99ead52-599a-4ac1-b26d-17050b2a4a46_9b174ecf-cea9-43f2-affe-4a3ba384ba36.jpg']",11,"Cava Manara - Pv, IT","4,5","5,7","3,8",Monovolume,Usato,,5,5,,,76.000 km,04/2010,55 k W (75 C V),Manuale,,Euro 4,Alzacristalli elettrici Bracciolo Climatizzatore Controllo automatico clima Cruise Control Sensore di luminosità Sensore di pioggia Sensori di parcheggio assistito posteriori Volante in pelle Volante multifunzione,Autoradio Bluetooth CD US BVivavoce,A BS Adaptive Cruise Control Airbag laterali Airbag passeggero Airbag posteriore Airbag testa Chiusura centralizzata Chiusura centralizzata telecomandata Fendinebbia Isofix Servosterzo,Cerchi in lega,Argento,,,"€ 0,-","€ 890,-","€ 199,-","€ 1.089,-",Kilometerleasing,10.000 km,48 Monate,"€ 374,-","4,4 %","4,4 % gebunden","€ 34.844,-",,,,,1.248 cm³,5,4,1.275 kg,,"€ 17.952,-","0,91","€ 0,0797","€ 0,0321",,Diesel,,,"€ 6.900,-",-,"€ 6.900,-","€ 8.517,45","8,99 %","7,71 %","€ 138,92",,,Sì,,,,,,,
/annunci/fiat-500-500-1-0-hybrid-dolcevita-70cv-elettrica-benzina-blu-azzurro-2745712d-3a19-448b-b8f8-d8e02eac3323,Fiat,2022-11-22 22:41:19.070413,"['https://prod.pictures.autoscout24.net/listing-images/2745712d-3a19-448b-b8f8-d8e02eac3323_ae31eba6-f00c-45e0-9ed0-cdd220545704.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2745712d-3a19-448b-b8f8-d8e02eac3323_09aca21a-6f03-41c6-a365-639121438609.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2745712d-3a19-448b-b8f8-d8e02eac3323_0a74a272-e4f6-4f4c-be10-03343793f9be.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2745712d-3a19-448b-b8f8-d8e02eac3323_a1918f34-c125-4362-bc9c-4634f0fe7d65.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2745712d-3a19-448b-b8f8-d8e02eac3323_1d5b1109-3f03-427f-a870-1e9007433a93.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2745712d-3a19-448b-b8f8-d8e02eac3323_f9cc527e-80f5-401c-8ce1-abbfec128166.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2745712d-3a19-448b-b8f8-d8e02eac3323_579e0149-282b-4ff9-a6f6-91f5a1206939.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2745712d-3a19-448b-b8f8-d8e02eac3323_b5740f7a-c5a0-43c9-95be-8f96cec8e541.jpg']",8,"Castellanza, IT",,,,City car,Usato,Anteriore,4,3,,24 mesi,10 km,08/2022,51 k W (69 C V),Manuale,Corrente elettrica ,Euro 6d-T EM P,Cruise Control Volante multifunzione,,Chiusura centralizzata,"Cerchi in lega (15"")",Blu/Azzurro,Nero,Pelle parziale,"€ 0,-",Enthalten,Enthalten,"€ 0,-",Kilometerleasing,10.000 km,48 Monate,"€ 599,-","5,23 %","5,23 % gebunden","€ 42.333,-",,,,,999 cm³,6,3,980 kg,,"€ 28.752,-","1,3","€ 0,0833","€ 0,0369",691116,,88 g/km (comb.),D IP IN TO B LU,"€ 18.400,-",-,"€ 18.400,-","€ 22.839,-","9,23 %","8,50 %","€ 377,50",,,Sì,,,,,,,
/annunci/fiat-500-500-1-0-hybrid-dolcevita-70cv-elettrica-benzina-nero-10f51124-9fc4-4de1-9396-fe87aeec1fcf,Fiat,2022-11-22 22:41:19.791225,"['https://prod.pictures.autoscout24.net/listing-images/10f51124-9fc4-4de1-9396-fe87aeec1fcf_f16a680a-c4fe-4ca7-9dfc-d47cadba369c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/10f51124-9fc4-4de1-9396-fe87aeec1fcf_3c4505b7-06f4-49b2-b9c0-d34b4f508862.jpg', 'https://prod.pictures.autoscout24.net/listing-images/10f51124-9fc4-4de1-9396-fe87aeec1fcf_7c3a55a1-cd93-4565-92af-c92ccaeacb22.jpg', 'https://prod.pictures.autoscout24.net/listing-images/10f51124-9fc4-4de1-9396-fe87aeec1fcf_7b82948a-828b-40cb-a81e-6055fe671164.jpg', 'https://prod.pictures.autoscout24.net/listing-images/10f51124-9fc4-4de1-9396-fe87aeec1fcf_629635c5-69c1-47be-a64f-317f23169145.jpg', 'https://prod.pictures.autoscout24.net/listing-images/10f51124-9fc4-4de1-9396-fe87aeec1fcf_3b5c0571-41c8-4b60-8736-3b915d26bf99.jpg', 'https://prod.pictures.autoscout24.net/listing-images/10f51124-9fc4-4de1-9396-fe87aeec1fcf_d04e47f1-8492-4e6e-9e68-478869af1a9e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/10f51124-9fc4-4de1-9396-fe87aeec1fcf_020fd5cb-34ff-4e1f-bc3b-9606468e3f08.jpg']",8,"Castellanza, IT",,,,City car,Usato,Anteriore,4,3,,24 mesi,10 km,07/2022,51 k W (69 C V),Manuale,Corrente elettrica ,Euro 6d-T EM P,Cruise Control Volante multifunzione,,Chiusura centralizzata,"Cerchi in lega (15"")",Nero,Nero,Pelle parziale,"€ 4.553,-",Keine Angabe,Keine Angabe,"€ 4.553,-",Kilometerleasing,10.000 km,48 Monate,"€ 370,-","4,36 %","4,36 % kombiniert","€ 40.949,99","€ 0,-",,,,999 cm³,6,3,980 kg,,,,,,691118,,88 g/km (comb.),N ER O V ES UV IO,"€ 18.400,-",-,"€ 18.400,-","€ 22.839,-","9,23 %","8,50 %","€ 377,50",,,Sì,,,,,,,
/annunci/fiat-doblo-1-4-active-benzina-bianco-01e58bc8-366e-4de7-8069-265d258fde8e,Fiat,2022-11-22 22:41:20.611311,"['https://prod.pictures.autoscout24.net/listing-images/01e58bc8-366e-4de7-8069-265d258fde8e_052e76d4-b158-4746-b639-624137d5e77a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/01e58bc8-366e-4de7-8069-265d258fde8e_5ff9b2dc-fcbb-415e-81c3-4b58b6518f20.jpg', 'https://prod.pictures.autoscout24.net/listing-images/01e58bc8-366e-4de7-8069-265d258fde8e_a3f5a55b-7fcc-4497-9bed-c3f3759c5c9e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/01e58bc8-366e-4de7-8069-265d258fde8e_8596ffac-0c1a-4eee-b8ae-c939955b5d0a.jpg']",4,"Pontida - Bergamo - BG, IT","7,4","9,2","6,3",Station wagon,Usato,,5,5,,,100.000 km,01/2009,57 k W (77 C V),Manuale,,,,,,,Bianco,,,"€ 0,-",Keine Angabe,Keine Angabe,"€ 0,-",Kilometerleasing,10.000 km,36 Monate,"€ 479,-","3,73 %","3,73 % gebunden","€ 36.520,-","€ 22.509,41",,,,1.368 cm³,5,4,1.300 kg,,,,"€ 0,0000","€ 0,0000",,Benzina,174 g/km (comb.),,"€ 5.000,-",-,"€ 5.000,-","€ 6.118,10","8,59 %","7,01 %","€ 99,01",,,Sì,,,,,,,
/annunci/fiat-panda-1-2-natural-power-dynamic-mamy-metano-argento-348ef495-4bd7-46ef-b99b-ea357b365e09,Fiat,2022-11-22 22:41:21.409542,"['https://prod.pictures.autoscout24.net/listing-images/348ef495-4bd7-46ef-b99b-ea357b365e09_c7c20f19-be6a-440d-bbf1-64e06d6d5362.jpg', 'https://prod.pictures.autoscout24.net/listing-images/348ef495-4bd7-46ef-b99b-ea357b365e09_9d12d2c1-f6d2-430f-b490-0ab5b4e25dcb.jpg', 'https://prod.pictures.autoscout24.net/listing-images/348ef495-4bd7-46ef-b99b-ea357b365e09_2f9f69fe-b562-4d5f-a1ae-d078273d8153.jpg', 'https://prod.pictures.autoscout24.net/listing-images/348ef495-4bd7-46ef-b99b-ea357b365e09_ea19c8fc-ad4a-42ec-b612-94fd9b5d68a8.jpg', 'https://prod.pictures.autoscout24.net/listing-images/348ef495-4bd7-46ef-b99b-ea357b365e09_b64463c7-6686-403c-98ca-0dfc11383b0c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/348ef495-4bd7-46ef-b99b-ea357b365e09_729d1412-cf71-45ba-acf9-f81fcf8d8ff1.jpg']",6,"Modena, IT","5,6 kg/100 km (comb.","4,8 kg/100 km (extraurbano",,City car,Usato,,4,5,,,216.000 km,06/2010,44 k W (60 C V),Manuale,,,Climatizzatore,Autoradio,A BS Airbag conducente Chiusura centralizzata Chiusura centralizzata telecomandata Controllo automatico trazione Fendinebbia Immobilizzatore elettronico Servosterzo,Cerchioni in acciaio Marmitta catalitica Pneumatici quattro stagioni,Argento,,,"€ 0,-","€ 995,-","€ 0,-","€ 995,-",Kilometerleasing,10.000 km,48 Monate,"€ 539,-","4,71 %","4,71 % gebunden","€ 51.501,50",,,,,1.242 cm³,5,4,930 kg,,"€ 25.872,-","0,89","€ 0,0797","€ 0,0321",,Metano,,,"€ 3.200,-",-,"€ 3.200,-","€ 3.974,60","9,28 %","7,00 %","€ 63,36",,,Sì,,,,,,,
/annunci/fiat-500x-500x-1-6-mjt-cross-4x2-120cv-my18-diesel-bianco-9dbd55be-cdc9-45c4-b515-2d822cdba14a,Fiat,2022-11-22 22:41:22.139237,"['https://prod.pictures.autoscout24.net/listing-images/9dbd55be-cdc9-45c4-b515-2d822cdba14a_257bae87-7a50-4932-87d0-f1874468ed7b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/9dbd55be-cdc9-45c4-b515-2d822cdba14a_eeb740c3-8a12-47ff-b026-efdcd1b74122.jpg', 'https://prod.pictures.autoscout24.net/listing-images/9dbd55be-cdc9-45c4-b515-2d822cdba14a_2df5b1dd-84a3-4f44-a1e0-d554ea19315e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/9dbd55be-cdc9-45c4-b515-2d822cdba14a_b3800531-e735-4b34-84ae-3ca77e4b8008.jpg', 'https://prod.pictures.autoscout24.net/listing-images/9dbd55be-cdc9-45c4-b515-2d822cdba14a_49f8af88-908f-4729-b6ec-507c3ea158aa.jpg', 'https://prod.pictures.autoscout24.net/listing-images/9dbd55be-cdc9-45c4-b515-2d822cdba14a_3a332db6-d891-4b73-937c-9993f91ee66e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/9dbd55be-cdc9-45c4-b515-2d822cdba14a_4bc20b0d-b9c3-44d7-ac4e-850947aac09e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/9dbd55be-cdc9-45c4-b515-2d822cdba14a_c5ef7c0e-bffe-4a4c-8a7d-2dbf5cc98a43.jpg']",8,"Castellanza, IT",,,,S UV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,,12 mesi,60.670 km,11/2017,88 k W (120 C V),Manuale,,Euro 6d-T EM P,"Climatizzatore automatico, 2 zone Sensori di parcheggio assistito posteriori",,,"Cerchi in lega (17"")",Bianco,Nero,Pelle parziale,"€ 0,-","€ 890,-","€ 0,-","€ 890,-",Kilometerleasing,10.000 km,48 Monate,"€ 375,-","3,94 %","3,94 % gebunden","€ 41.109,60",,,,,1.598 cm³,6,4,1.395 kg,,"€ 18.000,-","0,77","€ 0,0762","€ 0,0345",666761,Diesel,109 g/km (comb.),B IA NC O,"€ 17.950,-",-,"€ 17.950,-","€ 22.285,20","9,24 %","8,50 %","€ 368,27",,,,,,,,,,
/annunci/fiat-500-500-1-0-hybrid-dolcevita-70cv-elettrica-benzina-grigio-8f0a639d-2d4c-4fbf-a0fd-320e5f749848,Fiat,2022-11-22 22:41:23.124696,"['https://prod.pictures.autoscout24.net/listing-images/8f0a639d-2d4c-4fbf-a0fd-320e5f749848_4beead08-5ce8-49b4-a646-90f6200e202a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8f0a639d-2d4c-4fbf-a0fd-320e5f749848_28aac740-fd2d-40f8-8209-6ef6859b04be.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8f0a639d-2d4c-4fbf-a0fd-320e5f749848_4779a054-2a4c-470d-88d3-b607068a4ec4.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8f0a639d-2d4c-4fbf-a0fd-320e5f749848_7082a112-2b62-455d-acfb-10644cad4924.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8f0a639d-2d4c-4fbf-a0fd-320e5f749848_48e6f4ad-03d1-4e54-81b4-4322b2c20684.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8f0a639d-2d4c-4fbf-a0fd-320e5f749848_13584ffe-24d1-43b3-b854-5c5dec3bc325.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8f0a639d-2d4c-4fbf-a0fd-320e5f749848_9fd51403-42c7-4103-bde4-51ad49209e64.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8f0a639d-2d4c-4fbf-a0fd-320e5f749848_c395f6b4-2e27-45d5-917e-1ae55d135b62.jpg']",8,"Castellanza, IT",,,,City car,Usato,Anteriore,4,3,,24 mesi,10 km,07/2022,51 k W (69 C V),Manuale,Corrente elettrica ,Euro 6d-T EM P,Cruise Control Volante multifunzione,,Chiusura centralizzata,"Cerchi in lega (15"")",Grigio,,,"€ 0,-",Keine Angabe,"€ 0,-","€ 0,-",Kilometerleasing,10.000 km,42 Monate,"€ 636,-","3,77 %","3,77 % gebunden","€ 39.880,-",,,,,999 cm³,6,3,980 kg,,"€ 26.712,-","1,52","€ 0,0000","€ 0,0000",691135,,88 g/km (comb.),P OM PE I,"€ 18.400,-",-,"€ 18.400,-","€ 22.839,-","9,23 %","8,50 %","€ 377,50",,,Sì,,,,,,,
